death_date, 0-4, 5-9, 10-14, 15-19, 20-24, 25-29, 30-34, 35-39, 40-44, 45-49, 50-54, 55-59, 60-64, 65-69, 70-74, 75-79, 80-84, 85-89, 90-94, 95-99, 100-104, 105-109, 110-114, 115-119
2018-01-02,5,2,1,5,4,5,2,6,11,7,18,16,19,19,14,20,20,17,5,4,1,,,
2018-01-03,7,3,,2,3,4,3,2,14,4,18,14,16,19,21,19,15,17,9,1,,,,
2018-01-04,5,1,1,1,1,3,4,4,8,11,10,20,27,26,20,19,16,19,7,3,,,,
2018-01-05,2,,1,1,5,3,7,4,3,13,14,15,21,22,18,18,13,13,6,1,2,,,
2018-01-06,6,1,,4,4,5,6,7,8,12,9,11,21,17,27,13,17,6,7,1,,,,
2018-01-07,5,2,,7,5,2,7,4,8,9,17,22,21,27,20,17,12,15,11,1,,,,
2018-01-08,3,1,,3,1,5,9,7,9,9,15,20,15,20,15,14,13,12,10,,2,,,
2018-01-09,5,,2,1,4,3,10,4,5,10,7,21,21,14,22,21,19,6,5,4,,,,
2018-01-10,3,1,1,,4,3,3,3,6,13,10,23,12,17,20,19,12,4,4,3,,,,
2018-01-11,7,3,,3,3,3,5,5,12,15,14,15,14,23,20,19,13,5,4,4,,,1,
2018-01-12,6,2,1,2,2,5,6,6,11,7,14,14,18,11,14,8,23,13,6,1,,,,
2018-01-13,6,4,,,3,1,9,6,9,15,11,10,16,18,27,16,15,17,8,1,,,,
2018-01-14,7,1,3,2,6,5,6,6,6,4,13,16,20,19,17,19,17,13,4,1,,,,
2018-01-15,6,1,,1,5,3,5,7,7,12,16,18,17,24,12,11,18,7,8,3,1,,,
2018-01-16,8,1,,4,5,2,7,9,5,16,11,11,8,22,31,16,10,14,8,1,1,,,
2018-01-17,4,2,1,2,3,3,6,1,7,17,7,13,15,18,32,19,20,15,9,1,,,,
2018-01-18,7,2,1,4,5,8,1,6,15,11,11,11,18,18,25,19,13,8,7,5,,,,
2018-01-19,10,1,,1,3,3,7,7,8,11,17,18,20,20,19,13,6,8,2,4,,,,
2018-01-20,5,2,1,2,1,6,2,7,5,10,4,18,20,23,15,12,21,15,4,3,1,,,
2018-01-21,10,,,2,2,5,5,5,7,11,9,10,13,16,19,8,19,13,10,2,1,,,
2018-01-22,7,,1,1,4,8,3,10,4,6,12,15,22,19,11,10,26,15,10,2,,,,
2018-01-23,4,2,1,,4,3,4,7,7,9,11,10,14,18,18,13,18,10,5,3,2,,,
2018-01-24,5,1,1,1,1,2,5,6,7,11,8,23,23,21,18,16,9,10,3,2,,,,
2018-01-25,9,1,,3,7,2,6,5,7,3,10,14,19,23,19,13,9,26,6,4,1,,,
2018-01-26,5,,1,1,5,1,7,7,5,7,13,21,16,25,24,19,18,11,5,1,,,,
2018-01-27,7,4,,1,5,,4,7,10,7,11,16,18,22,21,7,18,15,1,1,,,,
2018-01-28,7,1,,,5,3,3,9,2,9,13,15,15,26,15,24,19,12,6,3,,,,
2018-01-29,6,,2,1,6,3,5,6,10,9,11,12,17,10,22,17,19,13,6,3,,,,
2018-01-30,6,1,3,2,3,4,6,3,6,16,9,21,12,17,19,22,14,11,8,8,,,,
2018-01-31,4,1,,3,3,2,2,4,4,7,10,14,16,20,18,12,13,11,4,3,,,,
2018-02-01,6,4,2,4,3,6,4,11,3,11,18,16,23,22,27,17,10,17,11,3,,,,
2018-02-02,2,,2,3,3,5,6,9,8,16,13,10,24,17,25,24,10,14,8,2,,,,
2018-02-03,6,2,4,2,3,7,3,8,10,11,14,15,19,26,15,19,11,7,12,2,,,,
2018-02-04,6,2,,1,2,8,1,9,8,15,14,18,13,16,12,27,23,19,9,3,,,,
2018-02-05,3,2,2,3,2,1,5,5,8,14,10,19,13,31,14,23,20,23,6,3,,,,
2018-02-06,6,,1,3,3,5,5,5,10,9,16,13,19,33,17,17,18,14,7,2,,,,
2018-02-07,10,4,1,3,3,3,2,9,8,15,14,14,24,17,17,23,22,9,5,4,,,,
2018-02-08,5,2,2,1,2,5,3,12,2,16,13,21,15,23,22,28,18,13,5,,,1,,
2018-02-09,6,,2,1,,1,6,6,7,10,11,18,14,27,13,12,12,16,5,5,,1,,
2018-02-10,3,1,2,2,3,3,9,16,7,10,9,13,19,9,18,19,20,15,9,4,,,,
2018-02-11,9,2,3,,2,7,7,6,6,10,14,13,20,22,24,21,22,10,,1,1,,,
2018-02-12,10,,1,3,5,2,1,8,9,14,9,18,20,17,27,12,16,13,6,1,,,,
2018-02-13,2,2,2,3,4,8,6,6,7,10,15,11,15,21,21,16,16,14,4,,,,,
2018-02-14,3,3,1,3,2,6,5,4,2,12,18,18,24,24,10,17,16,7,4,2,,,,
2018-02-15,5,5,1,,2,6,2,5,14,8,12,12,20,20,17,13,18,10,6,2,,,,
2018-02-16,6,1,1,1,4,7,11,3,11,18,11,19,15,18,18,17,12,7,4,6,,,,
2018-02-17,3,3,,,2,4,5,5,9,10,5,22,17,20,17,18,11,10,8,1,,,,
2018-02-18,3,5,,1,1,7,7,4,10,10,16,13,16,11,23,18,17,9,11,1,1,,,
2018-02-19,11,2,,2,6,6,3,6,6,14,18,9,16,26,18,17,10,12,2,1,1,,,
2018-02-20,6,4,2,4,3,7,4,6,3,15,18,18,26,16,20,15,15,14,3,1,,,,
2018-02-21,4,,3,3,6,1,2,3,7,8,17,11,14,10,15,15,22,16,9,2,,,,
2018-02-22,8,2,,3,4,6,5,6,9,12,15,17,21,20,16,21,14,17,3,,,,,
2018-02-23,7,1,1,,,4,7,8,5,7,16,15,20,16,20,18,13,10,9,2,,,,
2018-02-24,,,,1,2,3,1,4,4,11,6,17,16,21,17,14,21,16,7,1,,,,
2018-02-25,3,3,,3,2,7,3,9,5,13,9,15,18,17,21,21,13,12,8,1,,,,
2018-02-26,3,1,2,,1,9,4,8,9,9,10,16,17,14,13,16,16,10,5,2,,,,
2018-02-27,6,3,,3,2,4,3,5,6,9,18,16,16,20,12,15,16,14,6,1,1,,,
2018-02-28,7,1,1,1,1,4,4,9,5,14,15,21,21,23,19,14,10,10,8,,,1,,
2018-03-01,9,1,1,2,5,5,3,4,5,5,11,13,17,21,24,20,17,12,3,3,1,,,
2018-03-02,8,1,,3,2,3,3,4,8,12,8,10,11,15,13,13,14,10,2,1,,,,
2018-03-03,5,,1,2,1,2,3,6,8,11,7,11,10,21,15,19,18,11,10,3,1,,,
2018-03-04,5,1,2,,5,5,4,4,6,7,14,13,15,15,14,19,21,15,5,1,,,,
2018-03-05,5,,2,4,2,3,7,9,11,14,11,10,20,11,9,22,12,9,1,3,,,,
2018-03-06,13,,2,1,5,3,5,7,8,15,14,9,13,15,21,17,13,13,4,,,,,1
2018-03-07,6,1,1,5,2,,3,7,7,13,19,15,20,18,12,13,10,11,3,,,,,
2018-03-08,4,2,,2,2,5,2,6,15,12,19,6,16,16,10,15,10,9,4,5,,,,
2018-03-09,3,,1,1,3,2,5,7,5,9,12,21,17,19,9,12,16,8,3,1,1,,,
2018-03-10,5,1,6,4,2,3,3,9,6,9,7,14,15,21,14,15,20,8,8,2,,,,
2018-03-11,5,2,2,2,3,6,1,8,4,12,11,16,20,13,21,12,13,11,6,2,1,,,
2018-03-12,9,2,1,4,3,5,8,6,8,9,11,14,11,14,20,21,14,11,3,2,,,,
2018-03-13,5,1,,1,3,3,7,8,6,5,10,13,20,19,10,21,17,15,5,,,,,
2018-03-14,12,1,2,3,2,4,7,4,8,16,8,15,20,14,14,13,15,13,4,1,,,,
2018-03-15,2,1,,1,4,2,2,7,8,10,12,14,18,11,26,6,12,16,2,1,,,,
2018-03-16,1,,1,1,5,5,5,10,5,13,11,14,22,20,18,13,21,10,4,1,,,,
2018-03-17,16,1,1,5,7,11,3,9,8,12,8,18,13,16,13,21,7,9,4,1,,,,
2018-03-18,4,1,1,1,6,,3,8,7,10,11,14,14,20,22,15,14,12,4,4,1,,,
2018-03-19,6,,1,3,,4,2,8,5,10,10,14,16,16,24,11,13,10,3,3,,,,
2018-03-20,5,,2,1,2,1,3,7,10,12,8,11,7,11,12,14,8,4,2,1,,,,
2018-03-21,3,1,,,2,7,5,4,8,6,12,20,10,13,17,19,8,11,6,2,,,,
2018-03-22,8,3,2,1,3,4,2,6,11,11,12,14,15,21,19,17,14,6,6,1,3,,,
2018-03-23,6,2,,3,3,3,3,7,10,12,11,24,21,17,18,14,13,11,9,1,1,,,
2018-03-24,3,3,1,2,4,4,7,5,6,8,7,13,11,21,14,16,16,12,3,3,,,,
2018-03-25,8,2,2,1,2,2,3,7,5,7,14,13,18,23,16,22,13,13,3,1,,,,
2018-03-26,4,1,1,2,2,4,4,6,6,9,9,13,11,21,18,16,14,7,5,,,,,
2018-03-27,8,1,1,3,1,6,3,4,7,3,15,12,14,14,14,15,20,7,3,,,,,
2018-03-28,10,5,,,2,2,4,4,1,6,14,16,13,13,21,16,14,9,3,2,,,,
2018-03-29,3,3,1,3,7,2,2,5,4,7,8,10,15,12,27,11,14,6,4,,,,,
2018-03-30,10,,,,5,2,3,6,5,11,16,11,12,14,14,12,22,1,4,5,,,,
2018-03-31,8,3,1,4,2,2,1,4,6,10,7,10,18,19,19,19,9,9,5,5,1,,,
2018-04-01,6,5,,2,6,6,4,2,2,6,14,12,16,22,19,12,14,10,5,2,,,,
2018-04-02,7,1,2,1,1,,3,6,5,12,7,12,17,18,12,15,12,17,8,2,,,,
2018-04-03,5,3,2,2,3,5,9,6,3,10,14,15,19,19,15,18,11,6,1,1,,,,
2018-04-04,4,2,1,4,2,1,2,5,6,11,11,8,17,12,19,8,9,12,4,,,,,
2018-04-05,7,2,2,,2,1,9,7,5,9,6,11,24,18,16,15,10,9,7,,,,,
2018-04-06,8,2,1,3,2,2,2,9,6,9,14,14,18,15,17,14,13,8,4,1,,,,
2018-04-07,10,1,2,,3,5,4,5,9,8,14,12,13,17,10,14,16,6,3,,,,,
2018-04-08,8,1,1,1,4,3,8,4,7,11,10,6,8,21,13,17,11,4,4,2,,,,
2018-04-09,5,2,,,7,2,2,5,6,12,8,11,15,17,16,16,15,4,4,4,1,,,
2018-04-10,4,1,,2,2,4,5,4,5,9,8,8,19,15,21,10,13,11,2,1,,,,
2018-04-11,8,1,,3,2,1,2,14,9,6,9,17,11,14,14,13,9,14,5,2,,,,
2018-04-12,3,,,1,2,4,4,3,6,11,16,15,14,15,17,17,20,10,3,2,,1,,
2018-04-13,6,,4,1,1,,1,4,5,9,5,11,20,20,14,17,15,10,5,,,,,
2018-04-14,3,1,1,3,,6,6,4,1,14,11,10,14,15,22,9,13,13,3,2,1,,,
2018-04-15,4,1,,,6,7,8,7,12,18,11,14,22,16,13,16,14,15,4,2,1,,,
2018-04-16,7,,,1,5,5,2,9,9,10,11,8,16,16,18,10,9,12,4,1,,,,
2018-04-17,5,,2,3,4,6,7,7,8,8,10,11,16,8,19,15,15,5,7,1,,,,
2018-04-18,8,1,1,2,,4,7,4,6,9,10,12,14,13,15,19,9,11,2,1,1,,,
2018-04-19,4,1,3,,3,4,6,1,4,13,8,19,8,7,17,10,18,6,4,3,,,,
2018-04-20,7,3,2,1,,3,3,3,4,16,14,14,10,21,17,16,13,5,4,3,,,,
2018-04-21,3,3,2,2,3,1,8,5,9,15,19,15,17,15,13,12,13,5,7,1,,,,
2018-04-22,6,3,,4,2,3,4,5,4,16,11,12,11,14,14,14,23,10,6,,,,,
2018-04-23,4,4,3,2,4,1,5,8,9,7,16,10,16,21,23,12,13,11,6,,,,,
2018-04-24,6,3,1,,3,3,2,6,1,8,13,17,10,10,14,17,7,7,6,,,,,
2018-04-25,5,1,,3,5,7,5,4,4,10,11,14,17,18,17,14,18,13,2,1,,,,
2018-04-26,5,2,2,1,5,2,5,1,8,10,15,9,16,19,13,19,15,11,7,2,,,,
2018-04-27,5,2,,2,5,4,2,7,8,11,9,22,13,15,20,8,9,10,6,1,,,,
2018-04-28,11,2,2,2,5,1,9,4,7,14,14,19,21,22,21,9,10,11,6,1,,,,
2018-04-29,5,1,1,1,3,3,5,11,10,8,11,8,13,22,9,18,11,14,4,3,,,,
2018-04-30,6,3,1,2,4,3,3,4,9,7,17,15,12,22,18,18,18,9,8,2,,,,
2018-05-01,4,1,,3,4,3,5,8,10,5,8,19,13,20,17,15,13,4,4,2,,,,
2018-05-02,8,3,1,3,3,3,3,6,6,15,6,15,17,17,14,10,11,9,3,,1,,,
2018-05-03,6,3,1,2,5,2,3,6,6,10,11,17,23,19,14,14,10,3,2,4,,,,
2018-05-04,3,,2,1,,3,6,3,7,9,11,8,13,12,12,18,15,12,2,,1,,,
2018-05-05,5,2,2,1,3,6,9,4,2,13,9,13,16,20,18,14,9,11,5,3,,,,
2018-05-06,8,1,1,2,3,3,4,11,10,10,10,13,22,13,14,19,18,9,4,1,,,,
2018-05-07,6,2,,1,3,3,6,6,12,8,10,17,13,19,13,15,12,9,6,,,,,
2018-05-08,5,2,2,2,6,6,3,9,7,8,12,13,22,19,15,18,18,9,3,1,,,,
2018-05-09,9,3,2,,5,3,2,8,14,10,15,17,16,16,16,19,12,10,2,2,,,,
2018-05-10,13,3,1,2,6,4,3,9,8,8,13,22,10,15,18,13,13,7,3,,,,,
2018-05-11,6,1,,1,5,2,2,7,7,11,11,16,14,18,17,14,13,5,1,,3,2,,
2018-05-12,7,1,2,3,8,2,5,5,5,7,10,13,21,13,14,18,10,11,3,2,1,,,
2018-05-13,6,2,,3,5,2,9,9,1,14,14,18,15,14,11,9,8,5,5,4,1,,,
2018-05-14,6,1,1,7,1,8,3,4,10,10,17,16,8,18,15,13,9,8,3,3,,,,
2018-05-15,9,2,,2,5,1,2,11,6,15,12,16,22,17,8,15,10,5,3,2,,,,
2018-05-16,8,,4,6,4,2,1,8,7,14,10,18,12,14,19,18,18,16,7,2,,,,
2018-05-17,9,1,2,2,5,3,5,5,9,8,7,12,20,20,22,7,17,14,4,1,,,,
2018-05-18,7,1,1,1,3,3,5,5,5,10,9,10,13,18,15,18,14,8,2,3,,,,1
2018-05-19,13,1,,,3,7,10,4,6,13,6,8,15,19,17,11,21,13,4,1,,,,
2018-05-20,5,1,,2,3,4,7,8,10,8,6,14,16,8,11,10,13,14,7,1,,,,
2018-05-21,6,,,,2,4,3,6,10,11,8,17,15,10,14,20,12,11,5,2,,,,
2018-05-22,5,1,1,3,6,5,7,6,5,7,19,9,16,18,21,18,16,11,4,,1,,,
2018-05-23,6,1,,3,4,2,4,5,4,10,18,14,18,11,23,16,19,9,4,1,1,,,
2018-05-24,6,2,,1,4,4,8,8,4,9,9,19,15,18,25,12,9,5,4,1,,,,
2018-05-25,3,,,,1,4,4,2,4,5,12,13,17,17,20,10,12,8,2,,1,,,
2018-05-26,4,1,2,1,2,4,,1,6,14,17,17,16,15,16,18,11,12,5,,,,,
2018-05-27,7,2,1,,1,3,6,6,10,9,10,12,19,17,14,15,14,11,4,1,,,,
2018-05-28,2,1,3,2,4,4,1,,5,11,10,16,19,23,22,18,18,7,2,1,,,,
2018-05-29,6,2,1,5,3,1,4,7,11,13,16,11,19,21,10,13,9,9,10,,1,,,
2018-05-30,5,2,2,3,3,1,6,8,1,12,13,13,13,24,20,15,16,16,3,,1,,,
2018-05-31,6,,,3,2,4,6,11,10,13,15,17,17,19,19,23,21,11,2,1,,,,
2018-06-01,11,2,3,3,4,1,5,9,13,17,12,11,16,21,16,20,18,9,4,2,,,,
2018-06-02,5,2,,3,3,7,3,3,7,12,20,18,15,12,16,16,13,11,8,,1,,,
2018-06-03,2,,,3,5,3,1,10,7,14,11,14,19,21,24,16,8,8,7,1,,,,
2018-06-04,6,2,3,4,5,5,3,9,7,13,16,12,21,23,17,16,12,11,3,2,,,,
2018-06-05,8,,3,4,8,4,4,5,10,7,12,17,16,23,21,18,14,15,5,1,,,,
2018-06-06,8,2,,1,6,3,5,6,5,6,12,22,17,20,17,8,15,12,2,,,,,
2018-06-07,6,2,1,3,3,2,4,2,5,15,18,14,12,14,10,23,21,12,2,3,,,,
2018-06-08,5,1,,1,4,4,2,8,9,10,9,13,25,20,17,17,12,6,3,1,,,,
2018-06-09,7,3,2,8,6,7,9,9,6,14,11,18,20,17,16,18,10,12,1,2,,,,
2018-06-10,8,1,3,1,2,3,7,10,9,14,13,11,15,19,20,13,20,7,2,3,,,,
2018-06-11,6,5,,,5,6,8,7,3,10,11,16,15,19,23,17,17,8,6,4,,,,
2018-06-12,11,2,1,,4,3,5,5,7,6,9,18,18,17,18,10,12,16,5,3,,,,
2018-06-13,5,3,,4,4,1,5,13,5,19,11,10,21,19,15,17,14,10,5,2,,,,
2018-06-14,4,6,1,4,7,,2,7,7,13,15,11,9,22,26,16,12,11,5,2,,,,
2018-06-15,4,1,2,4,1,3,7,4,11,12,8,9,19,17,9,20,16,7,6,5,,,,
2018-06-16,6,3,,,7,3,5,6,12,7,10,15,9,15,14,23,9,7,4,3,,1,,
2018-06-17,7,2,2,3,2,3,2,7,8,12,7,24,10,19,18,19,5,11,4,1,,,,
2018-06-18,6,2,2,1,2,6,8,8,7,9,18,17,11,16,12,24,12,7,3,3,,,,
2018-06-19,4,,3,3,3,2,7,4,8,9,11,18,22,23,19,8,11,7,5,1,,,,
2018-06-20,4,3,,6,4,4,4,10,7,10,12,6,27,20,20,15,11,14,6,1,1,,,
2018-06-21,7,1,3,3,3,6,5,7,9,4,15,19,20,13,17,15,13,18,3,2,1,,,
2018-06-22,4,1,1,,1,1,6,4,11,11,6,18,13,20,15,14,9,13,7,2,,,,
2018-06-23,10,1,1,3,2,2,3,1,9,13,8,19,14,18,10,12,15,7,6,3,,1,,
2018-06-24,2,1,,2,6,7,4,10,7,10,7,13,18,18,14,18,9,12,3,1,,,,
2018-06-25,4,3,1,2,2,2,1,6,3,6,11,13,19,18,13,20,12,3,3,2,1,,,
2018-06-26,7,1,1,2,5,6,9,6,9,8,14,13,12,10,12,16,15,6,3,3,,,,
2018-06-27,4,2,,3,1,5,3,5,5,7,9,12,14,24,11,21,13,8,6,1,,,,
2018-06-28,2,2,2,2,3,4,3,6,7,7,9,11,11,16,17,13,9,3,5,1,,,,
2018-06-29,1,4,2,3,5,,2,7,9,10,9,14,11,17,19,19,5,7,5,,1,,,
2018-06-30,7,2,,,6,5,6,5,5,11,14,14,8,18,17,16,13,7,8,4,,,,
2018-07-01,3,2,1,2,5,6,6,4,7,7,9,15,24,16,21,11,10,10,9,1,,,,
2018-07-02,3,1,3,3,4,4,4,4,6,12,16,22,16,18,17,10,9,10,2,3,2,,,
2018-07-03,9,,,1,1,4,3,3,4,9,14,18,18,13,13,14,9,5,6,1,1,,,
2018-07-04,3,2,2,3,1,2,2,7,8,13,10,16,18,15,27,9,16,9,3,1,,,,
2018-07-05,7,1,3,2,3,3,5,5,7,13,9,16,22,20,29,12,12,8,3,1,1,,,
2018-07-06,6,3,2,3,3,6,2,2,6,10,10,20,9,11,23,17,17,17,7,,,,,
2018-07-07,6,1,,2,3,6,4,9,4,8,13,23,14,14,27,15,8,11,4,2,1,,,
2018-07-08,3,1,1,4,2,4,2,6,5,8,16,19,25,17,11,20,11,7,5,1,,,,
2018-07-09,,1,1,4,1,7,5,8,7,9,10,11,19,14,20,13,16,9,4,2,,,,
2018-07-10,3,3,1,,7,5,6,7,9,9,11,13,12,16,20,17,11,12,3,,,,,
2018-07-11,5,3,,2,3,5,5,6,7,14,13,17,17,12,16,13,14,10,2,,1,1,,
2018-07-12,4,2,2,1,3,7,2,18,4,12,12,10,16,9,6,9,14,10,1,3,,,,
2018-07-13,5,,,1,3,1,4,5,9,14,15,9,11,8,21,10,7,6,6,1,,,,
2018-07-14,3,3,2,,2,7,6,8,9,9,18,15,15,22,9,16,9,7,5,1,,,,
2018-07-15,4,2,,1,7,5,7,4,9,5,14,15,13,11,15,14,11,7,2,2,,,,
2018-07-16,4,1,1,2,3,2,8,5,10,4,16,15,19,17,20,24,10,12,5,2,,,,
2018-07-17,6,3,2,,3,3,5,8,5,5,12,14,15,15,25,18,14,12,1,3,,,,
2018-07-18,3,1,1,3,5,2,7,5,4,14,7,15,14,17,17,17,14,8,4,1,,,,
2018-07-19,9,2,,,5,6,2,9,10,13,12,16,15,24,12,20,13,9,3,,,,,
2018-07-20,5,,2,3,1,6,2,9,14,12,12,22,11,17,20,18,15,12,6,1,,,,
2018-07-21,5,3,1,1,3,1,8,4,8,7,7,10,20,23,17,11,10,13,3,1,1,,,
2018-07-22,4,,2,2,3,3,7,5,7,12,11,13,13,18,19,8,16,9,6,1,,,,
2018-07-23,3,1,1,,9,6,6,6,6,10,12,12,18,20,21,18,19,9,2,2,1,,,
2018-07-24,4,3,1,3,6,2,5,7,7,7,13,18,18,20,16,12,14,10,8,2,,,,
2018-07-25,5,2,,3,3,4,5,6,7,14,12,12,21,19,13,17,11,15,6,,1,,,
2018-07-26,5,1,1,2,5,7,2,8,12,9,14,15,18,11,12,22,14,10,1,2,,,,
2018-07-27,4,2,,3,4,4,4,2,6,6,5,12,9,16,18,23,12,7,4,,,,,
2018-07-28,4,3,,,2,1,4,8,3,11,12,16,15,17,10,16,15,7,1,1,,,,
2018-07-29,7,1,1,3,4,6,2,10,12,9,12,12,15,17,14,16,15,7,5,2,,,,
2018-07-30,5,2,2,2,2,6,6,7,5,8,12,8,23,16,27,14,16,7,7,1,,,,
2018-07-31,2,2,1,3,3,1,6,7,6,11,10,15,16,14,19,8,9,10,1,2,,,,
2018-08-01,6,,1,,3,2,3,11,6,11,14,13,14,17,20,9,9,9,3,4,,,,
2018-08-02,4,4,1,,1,4,7,11,5,8,13,17,14,12,15,12,11,6,7,2,,,,
2018-08-03,5,,4,4,1,7,2,2,5,7,10,10,8,7,10,11,11,8,4,,,,,
2018-08-04,8,3,,2,4,4,5,2,4,14,9,11,17,12,20,8,10,7,4,2,,,,
2018-08-05,6,,1,,4,4,5,8,11,5,5,11,17,16,13,14,11,7,6,2,,,,
2018-08-06,5,,1,3,6,6,11,7,13,11,12,10,21,22,26,17,15,6,1,,,,,
2018-08-07,5,2,,2,4,6,3,6,8,9,7,13,11,18,17,12,11,8,6,1,,,,
2018-08-08,7,1,,1,2,4,4,9,6,9,10,16,13,14,14,15,13,5,2,,,,,
2018-08-09,9,1,1,2,5,5,4,6,2,10,9,11,13,8,13,8,14,8,1,3,,,,
2018-08-10,6,2,,2,2,2,5,8,4,9,13,13,16,14,17,7,8,5,1,,,,,
2018-08-11,5,,,1,5,1,7,4,9,9,13,17,20,18,17,11,7,10,3,2,,,,
2018-08-12,12,2,,,1,8,4,4,4,7,5,11,6,17,21,9,5,5,1,3,,,,
2018-08-13,1,,,3,4,4,4,6,8,6,12,16,25,16,7,10,10,9,4,2,,,,
2018-08-14,4,1,1,2,4,4,7,9,5,10,17,19,14,13,10,7,17,8,4,,,,,
2018-08-15,3,1,1,2,6,5,5,10,6,7,10,10,14,23,21,10,15,10,9,,1,,,
2018-08-16,4,,3,,1,4,5,4,10,17,6,8,16,13,18,10,10,5,1,,,,,
2018-08-17,8,1,,2,3,3,6,1,7,11,10,17,18,25,11,16,14,11,7,,,,,
2018-08-18,8,2,2,3,3,4,6,6,10,10,11,12,21,8,14,14,10,9,2,,1,,,
2018-08-19,7,,1,3,2,2,5,2,7,8,15,7,25,16,24,11,3,7,3,2,,,,
2018-08-20,2,,1,3,3,5,6,7,8,13,22,14,15,12,19,8,14,5,5,3,,,,
2018-08-21,4,2,,1,3,8,3,8,3,12,12,18,15,15,17,13,15,13,11,1,,,,
2018-08-22,8,3,,2,6,4,7,6,9,9,13,16,15,22,15,16,10,11,3,3,1,,,
2018-08-23,2,2,2,2,5,5,5,7,3,14,14,20,17,19,23,24,15,9,1,1,,,,
2018-08-24,7,3,3,3,3,2,1,6,7,14,9,20,14,16,15,9,9,6,4,1,,,,
2018-08-25,8,2,2,4,7,3,9,5,9,10,11,17,11,20,10,10,11,12,6,,,,,
2018-08-26,11,,,1,4,5,5,6,7,11,11,21,15,11,13,12,9,5,4,1,,,,
2018-08-27,4,1,1,1,4,5,4,2,8,4,15,17,13,17,17,15,10,1,6,3,1,,,
2018-08-28,4,,,2,3,7,3,8,7,17,16,14,10,13,19,13,4,6,3,,,,,
2018-08-29,6,1,2,4,3,4,4,6,3,15,12,15,9,12,16,15,8,6,3,3,,,,
2018-08-30,10,2,,2,10,5,10,7,3,6,11,13,13,14,18,12,12,10,6,1,1,,,
2018-08-31,4,2,,1,4,4,5,4,3,12,19,11,16,17,15,9,8,16,5,,,,,
2018-09-01,4,1,1,2,4,1,3,7,8,13,15,9,13,20,10,11,9,13,8,2,,,,
2018-09-02,4,1,,3,4,4,4,4,4,8,11,16,8,12,12,8,5,8,2,2,1,,,
2018-09-03,7,,3,2,3,4,7,4,3,9,25,10,14,18,25,12,12,9,8,,,,,
2018-09-04,7,2,1,3,6,4,2,5,5,11,18,21,13,16,20,20,13,11,2,,,,,
2018-09-05,8,1,1,3,2,4,5,4,5,16,14,10,12,14,12,17,16,13,3,,,1,,
2018-09-06,5,,2,8,1,3,6,4,2,7,20,15,14,16,19,13,14,8,5,4,,,,
2018-09-07,7,1,2,3,4,9,7,5,7,11,17,13,16,17,14,11,16,6,3,1,,,,
2018-09-08,4,2,,1,4,2,2,4,6,12,13,14,16,10,12,16,12,6,5,2,,,,
2018-09-09,4,1,2,1,3,1,3,6,8,7,6,13,15,15,22,21,14,4,4,1,,,,
2018-09-10,9,,,4,3,6,3,1,7,7,10,9,18,21,17,13,10,7,2,,,,,
2018-09-11,10,1,1,3,3,7,5,9,10,8,15,12,13,15,27,10,10,8,5,4,,,,
2018-09-12,7,4,2,4,4,4,5,6,8,13,11,18,18,19,15,19,14,9,2,3,1,,,
2018-09-13,5,2,1,2,3,2,6,6,8,9,11,13,17,16,15,16,10,10,2,4,,,,
2018-09-14,9,1,2,2,5,4,2,5,3,8,8,14,10,16,14,20,11,7,3,1,,,,
2018-09-15,5,2,1,5,1,3,7,6,6,14,11,17,14,14,15,11,9,5,3,,,,,
2018-09-16,6,2,,1,4,7,6,7,6,8,11,12,15,23,14,16,13,7,2,2,,,,
2018-09-17,6,3,4,1,3,5,5,5,10,13,13,15,16,12,17,7,11,7,4,2,,,,
2018-09-18,10,,,2,5,6,1,5,7,12,15,13,9,5,20,15,7,10,4,,,,,
2018-09-19,7,1,1,1,3,,8,8,9,9,14,12,17,18,8,15,15,8,2,1,,,,
2018-09-20,5,2,,1,,6,9,7,11,10,7,12,18,14,13,10,14,6,6,1,,,,
2018-09-21,3,1,1,1,5,2,4,2,7,13,15,22,19,16,17,14,10,10,5,1,,,,
2018-09-22,3,1,2,2,7,7,4,4,4,8,13,23,13,17,14,15,14,6,1,2,,,,
2018-09-23,6,1,,3,2,3,3,7,8,12,5,15,20,15,15,14,15,13,,,,,,
2018-09-24,6,3,2,1,2,2,4,9,5,9,14,11,16,14,15,23,16,8,3,2,,,,
2018-09-25,2,2,1,3,3,2,6,6,8,16,8,16,20,14,20,13,17,13,3,2,,,,
2018-09-26,7,1,1,,3,4,4,3,7,10,7,8,19,13,19,11,13,5,7,,1,,,
2018-09-27,3,1,2,2,5,4,7,6,5,9,9,18,11,25,19,21,18,13,3,4,1,,,
2018-09-28,7,2,1,4,4,,1,7,3,4,14,12,17,17,19,14,15,8,4,,,,,
2018-09-29,4,3,2,3,2,4,10,5,6,11,14,14,20,20,19,16,12,8,11,2,1,,,
2018-09-30,7,1,,5,3,2,2,4,5,10,15,14,19,12,15,13,16,11,3,2,,,,
2018-10-01,6,2,1,3,2,7,4,8,11,12,16,15,8,15,14,18,16,7,4,1,,,,
2018-10-02,9,1,1,5,4,2,5,6,9,12,12,21,20,17,13,11,9,7,4,1,,,,
2018-10-03,4,3,,1,3,4,3,5,7,4,11,16,13,15,17,18,13,7,3,,,,,
2018-10-04,7,3,3,2,3,3,5,3,5,12,11,21,14,14,10,14,11,3,,1,,,,
